osm_id,landuse,building,geometry
,industrial,,"POLYGON ((120.9495429 14.6307721, 120.9495111 14.6307824, 120.9494844 14.630802, 120.9494656 14.6308288, 120.9494568 14.6308601, 120.9494588 14.6308925, 120.9494716 14.6309225, 120.9494936 14.6309469, 120.9495232 14.6309634, 120.9495567 14.6309695, 120.9495904 14.6309648, 120.9496206 14.6309496, 120.9496441 14.6309256, 120.9496581 14.6308956, 120.9496612 14.6308627, 120.949653 14.6308307, 120.9496345 14.6308031, 120.9496081 14.6307831, 120.9495764 14.6307724, 120.9495429 14.6307721))"
,industrial,,"POLYGON ((120.9493259 14.6309712, 120.9492941 14.6309814, 120.9492674 14.631001, 120.9492486 14.6310279, 120.9492398 14.6310592, 120.9492419 14.6310916, 120.9492546 14.6311216, 120.9492767 14.631146, 120.9493062 14.6311624, 120.9493397 14.6311686, 120.9493734 14.6311638, 120.9494037 14.6311486, 120.9494271 14.6311247, 120.9494411 14.6310947, 120.9494442 14.6310618, 120.9494361 14.6310298, 120.9494175 14.6310022, 120.9493911 14.6309822, 120.9493594 14.6309715, 120.9493259 14.6309712))"
,industrial,,"POLYGON ((120.9495429 14.6309785, 120.9495111 14.6309887, 120.9494844 14.6310083, 120.9494656 14.6310351, 120.9494568 14.6310664, 120.9494588 14.6310988, 120.9494716 14.6311288, 120.9494936 14.6311532, 120.9495232 14.6311697, 120.9495567 14.6311759, 120.9495904 14.6311711, 120.9496206 14.6311559, 120.9496441 14.6311319, 120.9496581 14.6311019, 120.9496612 14.6310691, 120.949653 14.631037, 120.9496345 14.6310094, 120.9496081 14.6309894, 120.9495764 14.6309787, 120.9495429 14.6309785))"
,industrial,,"POLYGON ((120.9491023 14.6309794, 120.9490705 14.6309896, 120.9490438 14.6310092, 120.949025 14.6310361, 120.9490162 14.6310674, 120.9490183 14.6310998, 120.949031 14.6311298, 120.9490531 14.6311542, 120.9490826 14.6311706, 120.9491161 14.6311768, 120.9491498 14.631172, 120.9491801 14.6311568, 120.9492035 14.6311329, 120.9492176 14.6311028, 120.9492207 14.63107, 120.9492125 14.631038, 120.9491939 14.6310103, 120.9491675 14.6309904, 120.9491359 14.6309797, 120.9491023 14.6309794))"
1573170,industrial,,"POLYGON ((120.9567687 14.6316523, 120.9577152 14.6316626, 120.9585797 14.6316607, 120.9587321 14.6312119, 120.959003 14.6304103, 120.9590239 14.6303183, 120.9592384 14.6294898, 120.959136 14.6294852, 120.9585207 14.6298709, 120.9471593 14.6298651, 120.9461722 14.6298734, 120.9452882 14.6298568, 120.9444642 14.6298983, 120.94398 14.6303043, 120.9434988 14.63067, 120.9433626 14.6307997, 120.9432781 14.6308971, 120.9432138 14.6310262, 120.9430414 14.6312383, 120.9427935 14.6315212, 120.9419446 14.6328008, 120.9415748 14.6333912, 120.9414697 14.6337674, 120.941429 14.6342406, 120.9492427 14.6342843, 120.9508118 14.634288, 120.953204 14.6342936, 120.9542772 14.6340476, 120.9567747 14.6334375, 120.9567657 14.6330799, 120.9567687 14.6316523))"
,industrial,,"POLYGON ((120.9462978 14.6340055, 120.9462985 14.6337131, 120.9463 14.6331389, 120.9463009 14.6327956, 120.9463015 14.6325619, 120.9438369 14.6325911, 120.9434022 14.6325963, 120.9434027 14.6324724, 120.9434062 14.631603, 120.9434129 14.6315525, 120.9434357 14.6313824, 120.9441618 14.6304243, 120.94398 14.6303043, 120.9434988 14.63067, 120.9433626 14.6307997, 120.9432781 14.6308971, 120.9432138 14.6310262, 120.9430414 14.6312383, 120.9427935 14.6315212, 120.9419446 14.6328008, 120.9415748 14.6333912, 120.9414697 14.6337674, 120.941429 14.6342406, 120.9492427 14.6342843, 120.9492406 14.6340191, 120.9492292 14.6325772, 120.9483712 14.6325669, 120.9483675 14.6340106, 120.9462978 14.6340055))"
,industrial,,"POLYGON ((120.9463009 14.6327956, 120.9463 14.6331389, 120.9462985 14.6337131, 120.9462978 14.6340055, 120.9483675 14.6340106, 120.9483712 14.6325669, 120.948092 14.6325662, 120.9463015 14.6325619, 120.9463009 14.6327956))"
,industrial,,"POLYGON ((120.9639304 14.6321651, 120.9637143 14.632082, 120.9636365 14.6322713, 120.9638526 14.6323544, 120.9639304 14.6321651))"
,industrial,,"POLYGON ((120.9640684 14.6324787, 120.9641474 14.6322794, 120.9640169 14.6322223, 120.9639285 14.6324151, 120.9640684 14.6324787))"
,,industrial,"POLYGON ((120.9568271 14.632862, 120.9570922 14.6328666, 120.9570939 14.632983, 120.9576654 14.632852, 120.9576625 14.6326395, 120.9576493 14.6326397, 120.9576367 14.63172, 120.9568183 14.6317232, 120.9568271 14.632862))"
1573171,industrial,,"POLYGON ((120.9577152 14.6316626, 120.9567687 14.6316523, 120.9567657 14.6330799, 120.95689 14.6331415, 120.9575299 14.6329699, 120.9575893 14.6329562, 120.9576522 14.6329626, 120.9576941 14.6329707, 120.9577314 14.6329872, 120.9577987 14.6330434, 120.9579153 14.6330709, 120.9580213 14.6330669, 120.958094 14.6330457, 120.9581407 14.6329125, 120.9582701 14.6325434, 120.9584914 14.6319126, 120.9585797 14.6316607, 120.9577152 14.6316626))"
,industrial,,"POLYGON ((120.9586935 14.6333846, 120.9585553 14.6336986, 120.9596322 14.6344006, 120.9599125 14.6344629, 120.960056 14.6341787, 120.9597985 14.6340775, 120.9598496 14.6339773, 120.9595985 14.6338833, 120.959235 14.63369, 120.9589496 14.6333262, 120.9584809 14.6331261, 120.9584279 14.6332626, 120.9586935 14.6333846))"
,industrial,,"POLYGON ((120.9623098 14.6346063, 120.9624866 14.6342068, 120.9619059 14.6339172, 120.9618012 14.6340042, 120.9615165 14.6342475, 120.9623098 14.6346063))"
,industrial,,"POLYGON ((120.9621743 14.6349352, 120.9623098 14.6346063, 120.9615165 14.6342475, 120.961261 14.6344713, 120.9612676 14.6345712, 120.9621743 14.6349352))"
,industrial,,"POLYGON ((120.9573604 14.6351052, 120.9576527 14.6342838, 120.957634 14.6341917, 120.9575066 14.6342449, 120.9574999 14.6343785, 120.9574006 14.6343772, 120.9572746 14.6343227, 120.9572665 14.6342034, 120.9568985 14.6341658, 120.9568615 14.634231, 120.9567851 14.6344318, 120.9566815 14.6348285, 120.9569058 14.6349157, 120.9573604 14.6351052))"
,,industrial,"POLYGON ((120.9655354 14.6348059, 120.965464 14.6347953, 120.9653987 14.6348983, 120.9654698 14.6349448, 120.9655008 14.6349176, 120.9655372 14.6349582, 120.9656126 14.6348949, 120.9655354 14.6348059))"
16074606,industrial,,"POLYGON ((120.961023 14.6354179, 120.9610561 14.6352301, 120.9610651 14.6351788, 120.9610917 14.6349868, 120.9611249 14.6345615, 120.9606823 14.6344084, 120.9603781 14.6350129, 120.9606069 14.6351662, 120.9607622 14.6353706, 120.961023 14.6354179))"
,,industrial,"POLYGON ((120.9657138 14.6350015, 120.9656225 14.6348998, 120.9655361 14.6349724, 120.9654958 14.6349276, 120.965432 14.6349813, 120.9655636 14.6351278, 120.9657138 14.6350015))"
,,industrial,"POLYGON ((120.9657149 14.6351383, 120.9656476 14.6350651, 120.9655783 14.6351247, 120.9656456 14.635198, 120.9657149 14.6351383))"
,,industrial,"POLYGON ((120.9657212 14.6352819, 120.9657175 14.6352258, 120.9656548 14.6352296, 120.9656584 14.6352857, 120.9657212 14.6352819))"
,,industrial,"POLYGON ((120.9653107 14.6356598, 120.9652627 14.6357478, 120.9653794 14.6358074, 120.9654275 14.6357193, 120.9653107 14.6356598))"
,industrial,,"POLYGON ((120.9580052 14.6346372, 120.9581409 14.6347003, 120.9578275 14.635673, 120.9590105 14.6355546, 120.9589763 14.6356319, 120.9602639 14.6371664, 120.9611322 14.636494, 120.9608858 14.6364807, 120.9608479 14.6364566, 120.9600398 14.6355209, 120.9588715 14.6347182, 120.9586768 14.6345236, 120.9581112 14.634329, 120.9580052 14.6346372))"
,,industrial,"POLYGON ((120.9654855 14.6358711, 120.9656013 14.6357937, 120.9655304 14.6356944, 120.9654146 14.6357718, 120.9654855 14.6358711))"
,,industrial,"POLYGON ((120.9650219 14.6360309, 120.9651074 14.6358395, 120.964995 14.6357918, 120.9648855 14.6359693, 120.9650219 14.6360309))"
,,industrial,"POLYGON ((120.9653657 14.6360038, 120.9653677 14.6359293, 120.9653234 14.6359282, 120.9653239 14.6359084, 120.9652251 14.6358793, 120.9652117 14.6359253, 120.9651945 14.6359249, 120.9651924 14.6359994, 120.9653657 14.6360038))"
,,industrial,"POLYGON ((120.9651549 14.6360837, 120.9651761 14.6360181, 120.9651535 14.6360086, 120.965192 14.6359235, 120.965098 14.6358841, 120.9650313 14.6360312, 120.9651549 14.6360837))"
,,industrial,"POLYGON ((120.9656281 14.6359291, 120.965439 14.6359282, 120.9654383 14.6360662, 120.9656274 14.6360671, 120.9656281 14.6359291))"
,industrial,,"POLYGON ((121.0010904 14.5367442, 121.001141 14.5368782, 121.0010994 14.537004, 121.001124 14.5370123, 121.0011629 14.5370254, 121.001182 14.5369708, 121.0012837 14.5370059, 121.001294 14.5370095, 121.0013619 14.5368482, 121.0010897 14.5363278, 121.0010253 14.5363395, 121.0007732 14.5354723, 121.0007786 14.5353425, 121.0003226 14.5353477, 121.0002582 14.5354411, 121.0005479 14.5356748, 121.0006588 14.5356354, 121.000722 14.5359001, 121.0006519 14.5359283, 121.0005766 14.5360143, 121.0006763 14.5362179, 121.0006836 14.5363067, 121.0007795 14.5364821, 121.0007762 14.5365569, 121.0010581 14.5366573, 121.0010904 14.5367442))"
,industrial,,"POLYGON ((120.998311 14.5374605, 120.9983405 14.537097, 120.9980629 14.5371411, 120.9979194 14.5371295, 120.9978728 14.5375168, 120.998311 14.5374605))"
,industrial,,"POLYGON ((121.006071 14.5371695, 121.0064558 14.5379884, 121.0069693 14.5380566, 121.0065253 14.5372742, 121.0068002 14.5371178, 121.0065106 14.5368325, 121.006071 14.5371695))"
,industrial,,"POLYGON ((121.007629 14.5394103, 121.0073726 14.5389066, 121.0070195 14.5390702, 121.0068264 14.5386593, 121.0067392 14.5386963, 121.0065991 14.5386574, 121.0066359 14.5384667, 121.0065045 14.5384516, 121.006361 14.5384549, 121.0069156 14.5396979, 121.007629 14.5394103))"
,industrial,,"POLYGON ((121.0000071 14.5412417, 121.0000758 14.540926, 120.9990775 14.5408594, 120.9989876 14.5411766, 121.0000071 14.5412417))"
10227334,industrial,,"POLYGON ((121.0071831 14.5504346, 121.0071248 14.5503729, 121.0069834 14.5503333, 121.00669 14.550471, 121.0068585 14.5506798, 121.0071831 14.5504346))"
,,industrial,"POLYGON ((121.0071122 14.5503866, 121.0069473 14.5503653, 121.0067198 14.5504733, 121.0068685 14.5506608, 121.0071592 14.5504443, 121.0071122 14.5503866))"
,industrial,,"POLYGON ((121.008138 14.5526226, 121.0078201 14.5525473, 121.0077779 14.5527232, 121.0080857 14.5527965, 121.008138 14.5526226))"
,,industrial,"POLYGON ((121.002169 14.5541085, 121.0023138 14.5542721, 121.0023897 14.5542091, 121.0022448 14.5540456, 121.002169 14.5541085))"
,,industrial,"POLYGON ((121.007345 14.5626305, 121.0071744 14.5628371, 121.0073061 14.562939, 121.0074767 14.5627324, 121.007345 14.5626305))"
,industrial,,"POLYGON ((120.9905756 14.5469349, 120.9902842 14.5468657, 120.9896461 14.5493856, 120.9899375 14.5494547, 120.9905756 14.5469349))"
10473513,industrial,,"POLYGON ((120.9934247 14.5536332, 120.993402 14.553724, 120.9933973 14.5537428, 120.9933832 14.5537993, 120.9933815 14.5538061, 120.993369 14.5538557, 120.9933668 14.5538646, 120.9933442 14.5539549, 120.9936551 14.5540397, 120.9937337 14.5537933, 120.9935367 14.553735, 120.9935662 14.5536364, 120.9934308 14.5536091, 120.9934247 14.5536332))"
,,industrial,"POLYGON ((120.9881617 14.5779922, 120.9880066 14.5779096, 120.9879737 14.5779712, 120.9881295 14.5780488, 120.9881617 14.5779922))"
,,industrial,"POLYGON ((120.9886306 14.5789824, 120.9888945 14.5791363, 120.9889443 14.5790564, 120.9888031 14.578974, 120.9888201 14.5789466, 120.9886975 14.5788751, 120.9886306 14.5789824))"
,industrial,,"POLYGON ((120.9942667 14.5845172, 120.9943062 14.5837599, 120.9939873 14.5837449, 120.9939317 14.5845008, 120.9942667 14.5845172))"
,,industrial,"POLYGON ((120.9883122 14.5848046, 120.9879524 14.5846945, 120.9878446 14.5850243, 120.9882045 14.5851344, 120.9883122 14.5848046))"
,,industrial,"POLYGON ((120.9881146 14.5861139, 120.9883774 14.5853093, 120.9878612 14.5851513, 120.9875983 14.585956, 120.9881146 14.5861139))"
,industrial,,"POLYGON ((120.9895295 14.5855095, 120.9893172 14.5860305, 120.9903576 14.5863927, 120.9903288 14.586104, 120.9904229 14.5858151, 120.9895295 14.5855095))"
,industrial,,"POLYGON ((120.9896339 14.5848729, 120.988891 14.5846224, 120.9886657 14.5853025, 120.987861 14.5850325, 120.9871427 14.5869624, 120.9869393 14.5875866, 120.9872943 14.587693, 120.9874057 14.5876716, 120.9876718 14.587464, 120.9879379 14.5873144, 120.9879379 14.587248, 120.988767 14.5874244, 120.9903977 14.5873413, 120.9903892 14.5867017, 120.9903576 14.5863927, 120.9893172 14.5860305, 120.9892316 14.5860007, 120.9896339 14.5848729))"
,industrial,,"POLYGON ((120.9925196 14.5876356, 120.9927799 14.5875046, 120.9930718 14.5873302, 120.9932172 14.5873446, 120.9932504 14.5873479, 120.9936109 14.5873479, 120.9938864 14.5874733, 120.9942354 14.5877237, 120.9943628 14.5878003, 120.994454 14.5877873, 120.9945278 14.5876238, 120.9946029 14.5871565, 120.9947756 14.5868122, 120.9940409 14.5859146, 120.9938222 14.5860277, 120.9934882 14.5855003, 120.9918892 14.5849425, 120.9918759 14.5850179, 120.9918197 14.5853351, 120.9917156 14.5861169, 120.9920112 14.5865936, 120.9920418 14.5870893, 120.9921413 14.5873345, 120.9920984 14.5874009, 120.9923508 14.5877206, 120.9925196 14.5876356))"
,industrial,,"POLYGON ((121.0080893 14.5804647, 121.0080987 14.5804383, 121.0081091 14.5804094, 121.0081226 14.5803718, 121.0079911 14.58034, 121.007945 14.5805319, 121.0080649 14.5805612, 121.0080893 14.5804647))"
,industrial,,"POLYGON ((121.0060226 14.581272, 121.0070308 14.5815256, 121.0071022 14.5812825, 121.0064247 14.5811075, 121.0064621 14.5809727, 121.0061296 14.5808922, 121.0060226 14.581272))"
,industrial,,"POLYGON ((121.0067186 14.5828363, 121.0068088 14.582467, 121.0065157 14.5823968, 121.0066187 14.5819741, 121.0058323 14.5817751, 121.0057215 14.5822308, 121.0058192 14.5823464, 121.0059326 14.582649, 121.0067186 14.5828363))"
,industrial,,"POLYGON ((121.0065272 14.5836203, 121.0067186 14.5828363, 121.0059326 14.582649, 121.0060363 14.5830203, 121.0060385 14.5830652, 121.0060616 14.5832737, 121.0061225 14.5833027, 121.0060947 14.5835268, 121.0065272 14.5836203))"
,industrial,,"POLYGON ((121.0071567 14.5835452, 121.0072406 14.5834099, 121.0072941 14.5834099, 121.0075005 14.582899, 121.0068767 14.582723, 121.0065208 14.5840047, 121.0068352 14.5840896, 121.0071567 14.5835452))"
,industrial,,"POLYGON ((121.0064113 14.584002, 121.0065272 14.5836203, 121.0060947 14.5835268, 121.0059962 14.5839053, 121.0064113 14.584002))"
,industrial,,"POLYGON ((121.0065675 14.5850473, 121.0066587 14.5845705, 121.0068072 14.5840911, 121.0065257 14.5840195, 121.0062927 14.5849762, 121.0065675 14.5850473))"
,industrial,,"POLYGON ((121.0097293 14.5882141, 121.0094578 14.5883305, 121.0090739 14.5884193, 121.008693 14.5883447, 121.0084586 14.5882467, 121.0083946 14.5882078, 121.0083452 14.588165, 121.0083033 14.5881115, 121.008268 14.5880593, 121.007902 14.5877405, 121.0074639 14.5873659, 121.0073813 14.5872881, 121.0072845 14.5872584, 121.0072026 14.5872175, 121.0071465 14.5871824, 121.0070904 14.5871246, 121.0069428 14.5869177, 121.006798 14.5866381, 121.006674 14.5863497, 121.0065321 14.585681, 121.0065736 14.5850611, 121.0062812 14.5849917, 121.0060713 14.5857682, 121.0056183 14.586415, 121.0069236 14.5879301, 121.0070127 14.5878604, 121.0080889 14.5891137, 121.0081494 14.5890144, 121.008764 14.5896779, 121.0103344 14.5884145, 121.0097293 14.5882141))"
,industrial,,"POLYGON ((120.9999287 14.5909703, 121.0001351 14.5907893, 120.9999993 14.5906443, 120.9997929 14.5908253, 120.9999287 14.5909703))"
14097588,industrial,,"MULTIPOLYGON (((121.0093106 14.5954879, 121.0093956 14.595452, 121.009343 14.5953471, 121.0098263 14.5951363, 121.0098597 14.5951946, 121.0099565 14.5951526, 121.0099295 14.5950788, 121.0104054 14.5948258, 121.0096755 14.5929995, 121.0094183 14.5927895, 121.009386 14.5927583, 121.0082008 14.5927515, 121.0071626 14.5925514, 121.0072846 14.5933546, 121.0078523 14.5933509, 121.0092157 14.5953545, 121.0093106 14.5954879)), ((121.0093605 14.5926687, 121.0093373 14.5919818, 121.0091206 14.5918674, 121.0082197 14.5919367, 121.0077531 14.5919022, 121.0073338 14.5918495, 121.006351 14.5918081, 121.0061324 14.5917516, 121.0058439 14.5916691, 121.0058758 14.5915405, 121.0054331 14.5914405, 121.0051777 14.592117, 121.0060939 14.5922461, 121.0074302 14.5925022, 121.0082817 14.5926821, 121.0093413 14.5926912, 121.0093605 14.5926687)))"
,industrial,,"POLYGON ((120.9914407 14.5877177, 120.9912121 14.5877566, 120.9909277 14.5878079, 120.9907645 14.5881181, 120.9909049 14.5882797, 120.9910433 14.5882466, 120.9912766 14.5884283, 120.9914663 14.5882411, 120.9915365 14.5884614, 120.9916275 14.5884889, 120.9916408 14.5886247, 120.9919627 14.5884985, 120.9919098 14.5880407, 120.9921299 14.5879353, 120.9923364 14.5878077, 120.992168 14.5875767, 120.991986 14.5876024, 120.9919708 14.5873895, 120.9920713 14.5873509, 120.9919464 14.5871918, 120.9918397 14.58719, 120.9915646 14.5872362, 120.9914896 14.5872458, 120.9914073 14.5872595, 120.9914407 14.5877177))"
,industrial,,"POLYGON ((120.988232 14.5895505, 120.9883574 14.5894706, 120.9884539 14.5893668, 120.9885585 14.5892824, 120.9888187 14.5891669, 120.9893095 14.5890423, 120.9895188 14.5890449, 120.9899318 14.5890917, 120.9901705 14.5891124, 120.9903717 14.5890917, 120.9904924 14.5890034, 120.9905548 14.5888526, 120.9905782 14.5886608, 120.9905487 14.5882143, 120.9905112 14.5879781, 120.9904414 14.5878249, 120.9903368 14.58776, 120.990192 14.5877133, 120.9898862 14.5876536, 120.9894758 14.5876588, 120.9891808 14.5876277, 120.9887463 14.5875861, 120.9882313 14.5875057, 120.9879183 14.5874928, 120.9877579 14.5875173, 120.9875715 14.5876303, 120.9874548 14.5877211, 120.987263 14.5879301, 120.9872107 14.5880806, 120.9872054 14.5882403, 120.9872282 14.5883921, 120.9872751 14.5885453, 120.9873569 14.588701, 120.9875299 14.5889216, 120.9879389 14.5894317, 120.988014 14.5895122, 120.9880784 14.5895505, 120.9881388 14.5895556, 120.988232 14.5895505))"
,,industrial,"POLYGON ((120.9943951 14.5893771, 120.9946338 14.5892084, 120.9946713 14.5887048, 120.9950818 14.588749, 120.9951217 14.5881701, 120.9945157 14.5881259, 120.9945157 14.5880325, 120.9941322 14.5880014, 120.9939458 14.5884453, 120.993927 14.5886673, 120.9936722 14.5886517, 120.9936441 14.5890137, 120.9938104 14.589211, 120.9943951 14.5893771))"
14246096,industrial,,"POLYGON ((120.992319 14.588832, 120.9926066 14.5884888, 120.9924008 14.5883181, 120.9918765 14.5890164, 120.9917812 14.5892111, 120.9915693 14.5895687, 120.9927696 14.5903882, 120.9933597 14.5900313, 120.9934241 14.5897432, 120.9934281 14.5896666, 120.992319 14.588832))"
,,industrial,"POLYGON ((120.9892675 14.5940944, 120.9891927 14.594093, 120.9891877 14.5943467, 120.9892625 14.5943481, 120.9892675 14.5940944))"
,industrial,,"POLYGON ((120.99052 14.5951485, 120.9905227 14.5951874, 120.9908204 14.5952056, 120.9907829 14.5949383, 120.99041 14.5936975, 120.9902679 14.5934951, 120.9899675 14.5933835, 120.9898004 14.5933835, 120.9897126 14.5950992, 120.99052 14.5951485))"
,,industrial,"POLYGON ((120.9890317 14.5942884, 120.9888659 14.5940221, 120.9883769 14.5943072, 120.9885427 14.5945736, 120.9890317 14.5942884))"
,industrial,,"POLYGON ((120.9885381 14.594678, 120.9885927 14.5946517, 120.988618 14.5946513, 120.9892128 14.5946421, 120.9892551 14.5943746, 120.9892969 14.5943755, 120.9892978 14.5940273, 120.9886983 14.5939824, 120.988353 14.5943136, 120.9885381 14.594678))"
,,industrial,"POLYGON ((120.9892022 14.5944412, 120.9890041 14.5944412, 120.9890041 14.5946196, 120.9892022 14.5946196, 120.9892022 14.5944412))"
,,industrial,"POLYGON ((120.9889916 14.5946257, 120.9889889 14.5945373, 120.9888375 14.5945416, 120.9888387 14.5945814, 120.9886916 14.5945856, 120.9886931 14.5946342, 120.9889916 14.5946257))"
,,industrial,"POLYGON ((120.9783842 14.5870423, 120.9783611 14.587044, 120.9784164 14.5877528, 120.978651 14.5877356, 120.9786029 14.587192, 120.9783842 14.5870423))"
,,industrial,"POLYGON ((120.978395 14.5880083, 120.9783742 14.5877307, 120.9784082 14.5877273, 120.9783789 14.587348, 120.9783107 14.5873526, 120.978211 14.5873559, 120.9781033 14.5874797, 120.9781457 14.5880323, 120.978395 14.5880083))"
,,industrial,"POLYGON ((120.9865486 14.5878198, 120.9865044 14.5879453, 120.9866939 14.588004, 120.9867411 14.5878756, 120.9865486 14.5878198))"
,industrial,,"POLYGON ((120.9856092 14.5935834, 120.9851162 14.5941183, 120.9853124 14.5942642, 120.9852178 14.5943655, 120.9853942 14.5945021, 120.9855599 14.5950285, 120.985657 14.5950429, 120.9858429 14.5951182, 120.9861172 14.5951449, 120.9866906 14.5949286, 120.9863116 14.5942462, 120.9859683 14.5936572, 120.9858126 14.5934219, 120.9856092 14.5935834))"
,industrial,,"POLYGON ((120.9813304 14.5958068, 120.9813765 14.5957666, 120.981454 14.5956998, 120.9816371 14.5955245, 120.9816678 14.5954654, 120.9815184 14.5953287, 120.9813253 14.5954974, 120.9811912 14.5956194, 120.981269 14.5957258, 120.9813304 14.5958068))"
15884801,industrial,,"POLYGON ((120.9823555 14.5958926, 120.9823142 14.5958644, 120.982297 14.5958526, 120.9822278 14.5959474, 120.9821823 14.5960097, 120.9821996 14.5960215, 120.9822409 14.5960497, 120.9822929 14.5959785, 120.9823555 14.5958926))"
,,industrial,"POLYGON ((120.9845873 14.598495, 120.98452 14.5981619, 120.9844172 14.5981774, 120.9843983 14.5983371, 120.9843416 14.5983468, 120.9843618 14.5984667, 120.9843711 14.5985315, 120.9845873 14.598495))"
,,industrial,"POLYGON ((120.9854214 14.5984753, 120.9854664 14.5983604, 120.9853805 14.5983289, 120.9853355 14.5984439, 120.9854214 14.5984753))"
,,industrial,"POLYGON ((120.9787196 14.6040321, 120.9788488 14.6039593, 120.9788103 14.603824, 120.9786382 14.603873, 120.9787196 14.6040321))"
,industrial,,"POLYGON ((120.9797775 14.6076126, 120.9797885 14.6078638, 120.9798292 14.6078875, 120.9801045 14.6078695, 120.9800791 14.6075599, 120.9797775 14.6076126))"
,industrial,,"POLYGON ((120.9931343 14.5949143, 120.9934401 14.5943355, 120.9930865 14.5935666, 120.9930115 14.5933994, 120.9929577 14.5932816, 120.9928856 14.5931602, 120.9927795 14.5930354, 120.9926555 14.592935, 120.9924901 14.5928553, 120.9922611 14.5927664, 120.991553 14.5925671, 120.9913517 14.5925754, 120.9909469 14.592592, 120.9907474 14.5926002, 120.9904275 14.5926134, 120.9904945 14.593489, 120.9906058 14.5936766, 120.9907086 14.593676, 120.9909369 14.5936746, 120.9909508 14.5936745, 120.9910498 14.5936479, 120.9910974 14.5936351, 120.9913871 14.5938125, 120.9912449 14.5939807, 120.9915829 14.5942232, 120.9916152 14.5943151, 120.9918024 14.5954288, 120.9917919 14.5958878, 120.9925667 14.5962645, 120.9924427 14.596505, 120.9946693 14.5966126, 120.9937634 14.59491, 120.9931343 14.5949143))"
,industrial,,"POLYGON ((120.9909148 14.5959066, 120.9909301 14.5954232, 120.9909026 14.5952305, 120.9908234 14.5950541, 120.990781 14.5947976, 120.9905997 14.5941668, 120.9904228 14.5936207, 120.9902973 14.5934806, 120.9901689 14.5934102, 120.990057 14.5933741, 120.9899328 14.5933549, 120.989793 14.5933703, 120.9896698 14.5955879, 120.9900905 14.5956459, 120.9900843 14.5958808, 120.9909148 14.5959066))"
,industrial,,"POLYGON ((120.9892128 14.5946421, 120.988618 14.5946513, 120.9885927 14.5946517, 120.9885381 14.594678, 120.9888367 14.595191, 120.9888588 14.5952317, 120.98896 14.595222, 120.9891865 14.5952003, 120.9892128 14.5946421))"
,,industrial,"POLYGON ((120.9899144 14.5951945, 120.9897058 14.595181, 120.9896908 14.5953977, 120.9898994 14.5954112, 120.9899144 14.5951945))"
,,industrial,"POLYGON ((120.9908427 14.5958942, 120.9908574 14.5954172, 120.9907929 14.5954152, 120.9907989 14.5952191, 120.99014 14.5951979, 120.9901393 14.5952189, 120.9900587 14.5952163, 120.9900448 14.5956219, 120.9901254 14.5956245, 120.9901236 14.5956792, 120.9901451 14.5956798, 120.99013 14.5958705, 120.9908427 14.5958942))"
12686433,industrial,,"POLYGON ((120.9955195 14.6002614, 120.995392 14.6002825, 120.9951071 14.6002634, 120.9952349 14.6007023, 120.9956093 14.6005953, 120.9955195 14.6002614))"
,industrial,,"POLYGON ((120.9881817 14.6011764, 120.9885518 14.6009953, 120.9884486 14.6008409, 120.9881039 14.6010537, 120.9881817 14.6011764))"
,industrial,,"POLYGON ((120.9905872 14.6152568, 120.9903893 14.615075, 120.9901729 14.6152955, 120.9903708 14.6154774, 120.9905872 14.6152568))"
,industrial,,"POLYGON ((120.9911499 14.6259255, 120.9909072 14.6258563, 120.9907463 14.6258983, 120.990943 14.6265508, 120.9916225 14.6263383, 120.9911499 14.6259255))"
,,industrial,"POLYGON ((120.9951247 14.6447182, 120.9954 14.6445906, 120.9953874 14.6445652, 120.9954605 14.6445304, 120.9954636 14.6443552, 120.9950967 14.6443249, 120.9948631 14.6445675, 120.9947257 14.6447706, 120.9947584 14.6448284, 120.9951008 14.6446711, 120.9951247 14.6447182))"
,,industrial,"POLYGON ((121.0029931 14.5973645, 121.0028947 14.597319, 121.0028043 14.5972773, 121.0027513 14.5973849, 121.0029401 14.5974721, 121.0029931 14.5973645))"
,industrial,,"POLYGON ((120.9992128 14.5974293, 120.9993431 14.5975898, 120.9992631 14.5977695, 120.9997566 14.5974196, 120.9995776 14.5971712, 120.9992128 14.5974293))"
14236979,industrial,,"POLYGON ((121.0037919 14.5990737, 121.0035248 14.5990488, 121.0034441 14.5999325, 121.0036532 14.5999519, 121.0036714 14.5999885, 121.0045817 14.6000834, 121.0046023 14.5998778, 121.0037325 14.5997972, 121.0037845 14.5991561, 121.0037919 14.5990737))"
,industrial,,"POLYGON ((120.9982516 14.6008834, 120.9983171 14.6006075, 120.9980605 14.6005596, 120.9980129 14.6008337, 120.9982516 14.6008834))"
,industrial,,"POLYGON ((120.9971341 14.6014989, 120.9975422 14.6015962, 120.9976133 14.6012874, 120.9979054 14.6013458, 120.9979441 14.6011166, 120.9972432 14.6009778, 120.9971341 14.6014989))"
,industrial,,"POLYGON ((120.9980927 14.6074338, 120.997902 14.6072593, 120.9976663 14.6071958, 120.9974814 14.6077791, 120.9976309 14.6079106, 120.9980927 14.6074338))"
,industrial,,"POLYGON ((121.0081317 14.6375654, 121.0083302 14.6371657, 121.0080137 14.6370463, 121.0078152 14.6374045, 121.0075846 14.6376848, 121.0078903 14.6378353, 121.0081317 14.6375654))"
