longitude_latitude,return_level
121.25055463167446_13.05005969437816,257.8828190202432
125.15057247137369_7.750035450684347,305.3886076888989
120.75055234453355_15.850072502367343,651.7298686863967
122.15055874852813_17.250078906361935,355.30444877258583
122.85056195052543_14.05006426866001,685.1291532305883
121.65055646138721_16.250074332080082,505.057044624422
120.9505532593899_16.650076161792825,500.0933749506993
121.55055600395902_13.950063811231825,335.0122703350755
123.15056332280999_10.350047343817161,265.1323245939929
125.85057567337098_7.2500331635434225,188.1193455643401
118.75054319596984_9.95004551410442,271.8065584687621
124.65057018423276_7.350033620971606,113.19354063875319
117.75053862168798_8.95004093982257,196.409708462908
125.35057338623005_7.450034078399792,214.37475509748913
120.65055188710535_16.1500738746519,590.099782578802
124.35056881194821_6.350029046689755,83.12579123064228
122.05055829109995_6.750030876402496,146.18887839488355
121.25055463167446_12.950059236949974,256.1094605203814
125.65057475851461_8.95004093982257,393.8193657617892
120.45055097224899_16.550075704364637,1124.142866248623
124.95057155651732_8.550039110109829,200.25565853369312
121.45055554653084_18.250083480643784,554.5357175988331
123.95056698223546_12.850058779521788,453.81801445446615
121.15055417424628_14.25006518351638,306.8943621310111
124.85057109908912_12.050055120096307,353.62776731241
124.75057064166094_6.6500304189743105,90.339867606573
122.95056240795361_10.550048258673531,307.038195285778
125.55057430108643_8.150037280397088,261.3786140730756
125.25057292880187_6.2500285892615715,125.00001042837444
124.75057064166094_7.550034535827978,143.0080689440353
125.25057292880187_7.050032248687051,129.39539294433268
124.65057018423276_11.050050545814457,377.7126188000098
120.55055142967717_17.250078906361935,870.1796502414734
125.35057338623005_7.2500331635434225,168.2334524041599
123.35056423766635_10.450047801245345,239.24886676738333
123.7505660673791_13.150060151806343,469.2151258118263
123.55056515252272_12.950059236949974,625.9562293017798
124.45056926937639_7.2500331635434225,133.55136057920873
125.0505720139455_11.350051918099012,481.64511982603426
121.85055737624357_18.8500862252129,418.7423469362155
122.65056103566906_14.05006426866001,505.80523320688985
120.65055188710535_15.150069300370047,366.6052383685402
123.7505660673791_8.450038652681643,215.10737927347367
119.95054868510806_16.050073417223715,694.5129937922211
125.85057567337098_7.850035908112533,340.1517592976654
120.45055097224899_17.450079821218306,776.9669697790457
120.55055142967717_16.250074332080082,754.5517840457488
123.7505660673791_10.550048258673531,363.3122728758947
124.85057109908912_8.650039567538014,200.21083301558645
124.55056972680457_7.450034078399792,110.38125187645088
122.15055874852813_18.450084395500156,473.801438643379
126.15057704565554_6.750030876402496,186.1029311621037
124.65057018423276_7.850035908112533,157.7080678290097
123.35056423766635_12.45005694980905,372.2749216312732
121.75055691881539_16.650076161792825,488.2757978289459
120.3505505148208_14.750067470657307,455.4969246566783
125.25057292880187_11.750053747811751,420.9678523959486
122.05055829109995_16.450075246936454,384.28204052941
125.65057475851461_9.850045056676235,603.4091276387587
122.15055874852813_7.050032248687051,134.26121138944578
124.55056972680457_11.050050545814457,393.62702227680785
126.35057796051191_7.750035450684347,252.06244703120228
124.55056972680457_6.2500285892615715,73.54781510588019
125.85057567337098_7.550034535827978,230.97125688252893
125.7505752159428_9.55004368439168,454.9540520583797
124.65057018423276_8.450038652681643,175.03146947538983
122.05055829109995_16.250074332080082,389.32919669175453
123.15056332280999_10.850049630958086,324.9680655267107
123.15056332280999_9.95004551410442,361.0261802033681
121.65055646138721_17.150078448933748,424.11140930859494
121.45055554653084_17.75008119350286,666.9730883924165
122.55056057824088_14.25006518351638,552.5522934974927
120.3505505148208_16.75007661922101,1087.6018763310294
121.65055646138721_14.05006426866001,309.2379158014441
120.25055005739262_15.550071130082788,429.750665605021
122.05055829109995_10.750049173529902,453.26574195574995
126.15057704565554_7.850035908112533,261.6391682957942
120.9505532593899_13.950063811231825,289.6871230722444
122.25055920595632_7.150032706115237,104.5451179438773
126.05057658822736_7.9500363655407185,271.28183554031943
122.3505596633845_11.150051003242641,353.38239037512665
124.75057064166094_8.150037280397088,211.8483895649935
120.85055280196173_16.550075704364637,646.8840253985711
121.45055554653084_16.050073417223715,475.30809034526624
122.3505596633845_13.850063353803641,539.9095288887283
123.15056332280999_10.650048716101717,243.53758446398126
125.0505720139455_6.0500276744052,104.92181964858634
125.7505752159428_8.150037280397088,331.5513942297979
125.35057338623005_8.550039110109829,286.8702147373109
121.35055508910266_14.750067470657307,210.65054679036723
124.05056743966365_8.050036822968902,156.5677697069466
124.25056835452001_6.750030876402496,93.37625941565071
122.95056240795361_7.9500363655407185,204.95638393116673
122.05055829109995_11.250051460670827,390.7006639580572
121.45055554653084_14.85006792808549,234.40860645595416
124.95057155651732_6.950031791258866,107.543531664022
122.25055920595632_10.750049173529902,359.8300238335672
124.75057064166094_9.150041854678939,259.7839543363225
123.55056515252272_13.350061066662715,455.73717527721743
124.65057018423276_7.6500349932561615,138.1664988463951
123.45056469509454_8.450038652681643,222.25142386576508
121.0505537168181_18.050082565787417,567.8009107431992
125.55057430108643_10.350047343817161,478.0550255206445
120.25055005739262_15.850072502367343,852.5527325758042
120.05054914253624_15.450070672654602,512.6694014182175
125.25057292880187_11.650053290383568,445.66856143357427
124.15056789709183_7.150032706115237,102.0958053438562
121.25055463167446_14.350065640944566,309.39931447578584
123.6505656099509_12.250056034952678,298.0893166188763
123.05056286538179_10.15004642896079,293.89982716044995
121.35055508910266_15.850072502367343,478.6148684969001
120.65055188710535_15.650071587510972,511.13302674279566
126.25057750308372_8.250037737825274,291.4985991994142
123.95056698223546_10.450047801245345,286.08795043262324
119.95054868510806_15.550071130082788,582.3103234250952
125.35057338623005_11.250051460670827,495.08878130505445
121.25055463167446_13.950063811231825,297.6068367707313
126.35057796051191_8.150037280397088,291.4767899067679
124.25056835452001_7.6500349932561615,128.22733767001358
122.05055829109995_6.450029504117941,121.5140177373741
122.95056240795361_9.75004459924805,325.9582837685352
124.65057018423276_7.050032248687051,116.3238314784829
125.35057338623005_8.250037737825274,293.23581585439666
123.35056423766635_10.650048716101717,261.7248327522326
124.75057064166094_10.850049630958086,368.2539556242556
122.15055874852813_11.750053747811751,499.58911663913506
124.45056926937639_11.050050545814457,504.8390591199858
120.85055280196173_13.450061524090899,336.54052864484254
122.65056103566906_9.95004551410442,348.1085723802413
123.05056286538179_13.750062896375455,487.97676817582203
125.15057247137369_7.450034078399792,249.3497823609897
126.25057750308372_7.6500349932561615,233.16126313689736
124.05056743966365_12.850058779521788,433.61179683716034
123.25056378023817_8.050036822968902,281.2365659043446
124.55056972680457_6.850031333830682,110.18004672207937
124.45056926937639_12.150055577524494,347.6991631026599
125.0505720139455_11.450052375527196,503.20390606074324
123.95056698223546_11.150051003242641,490.28594736761147
124.05056743966365_9.95004551410442,264.0237227371028
125.85057567337098_8.350038195253457,280.4746996150856
122.25055920595632_17.150078448933748,364.52894437525396
123.7505660673791_8.350038195253457,204.54308426850798
121.55055600395902_15.750072044939158,456.4235540731855
119.25054548311076_10.850049630958086,263.55395203878305
124.85057109908912_7.350033620971606,131.83800381526936
125.15057247137369_6.350029046689755,109.59423395550346
123.6505656099509_12.950059236949974,463.871351324253
126.05057658822736_7.350033620971606,194.44524224736222
122.55056057824088_9.55004368439168,253.9905096755744
121.95055783367177_6.6500304189743105,167.55095304490396
123.05056286538179_9.55004368439168,295.34111785889877
123.05056286538179_9.850045056676235,302.0231447154257
121.0505537168181_5.9500272169770145,155.9665552701871
123.05056286538179_11.150051003242641,379.8534628122029
124.25056835452001_9.850045056676235,288.2320297645982
125.65057475851461_8.050036822968902,308.47534849759404
124.35056881194821_8.150037280397088,199.0403882393782
124.65057018423276_12.350056492380864,342.47200511605155
122.75056149309724_11.250051460670827,570.7919994986739
121.15055417424628_12.350056492380864,469.10465163796437
121.95055783367177_14.85006792808549,282.77450832410153
123.25056378023817_12.850058779521788,370.36251642012166
125.35057338623005_6.6500304189743105,111.30382994067016
120.45055097224899_14.450066098372751,458.5332853513055
121.15055417424628_16.1500738746519,409.31800585127047
122.3505596633845_7.6500349932561615,258.94364488604333
122.25055920595632_18.250083480643784,386.7836297952872
125.7505752159428_8.850040482394384,398.7496279108758
125.0505720139455_11.850054205239939,405.0312666756506
125.15057247137369_7.350033620971606,164.03591993602237
123.7505660673791_10.250046886388976,280.38380483645017
122.65056103566906_9.75004459924805,286.7949893085014
125.25057292880187_7.2500331635434225,151.0656169613303
124.95057155651732_6.6500304189743105,100.9072329949526
124.75057064166094_11.650053290383568,385.1029869478884
121.85055737624357_14.950068385513678,310.411677667434
121.25055463167446_16.95007753407738,655.3026195738378
122.85056195052543_8.050036822968902,253.75035244873843
125.55057430108643_10.250046886388976,548.895694850229
124.05056743966365_11.250051460670827,499.602799977102
120.3505505148208_15.550071130082788,456.5206848285949
120.85055280196173_15.750072044939158,530.6149143261229
120.85055280196173_13.950063811231825,375.5476428525499
126.4505784179401_7.050032248687051,186.30461585229847
126.05057658822736_7.750035450684347,328.6105701361655
125.55057430108643_11.150051003242641,544.7570051270318
124.45056926937639_6.6500304189743105,109.49169564526665
122.3505596633845_11.050050545814457,350.03347284586823
120.65055188710535_15.050068842941862,407.6515212047217
119.15054502568258_10.15004642896079,258.244299344609
123.45056469509454_8.350038195253457,234.93521311995332
120.75055234453355_16.850077076649193,702.3028432255685
120.75055234453355_14.05006426866001,464.91993893055553
121.85055737624357_17.850081650931045,381.1765141691057
120.85055280196173_15.850072502367343,598.1866310316714
126.15057704565554_8.450038652681643,337.884603816114
123.45056469509454_8.550039110109829,209.3836738178809
124.35056881194821_6.2500285892615715,82.76990554584077
121.35055508910266_12.550057407237233,313.66176017495224
120.05054914253624_15.350070215226417,534.8925884627371
125.0505720139455_8.750040024966198,294.6552063717043
125.45057384365825_7.550034535827978,280.4671612222912
120.65055188710535_17.55008027864649,763.9897538011985
125.45057384365825_7.150032706115237,159.04988923193957
125.45057384365825_6.550029961546127,108.71291770275754
124.05056743966365_12.750058322093604,397.9943823971604
123.45056469509454_8.250037737825274,268.25196271534674
121.55055600395902_16.1500738746519,472.52513901380024
121.75055691881539_16.35007478950827,442.2040210584252
123.05056286538179_10.350047343817161,271.1736862520071
120.85055280196173_14.750067470657307,316.8452927245129
123.25056378023817_10.950050088386272,361.7773919623098
120.75055234453355_16.450075246936454,682.7864644544981
125.45057384365825_5.9500272169770145,116.12585166529479
119.95054868510806_5.150023557551535,139.73919837522476
120.85055280196173_18.1500830232156,627.332430504397
126.15057704565554_6.550029961546127,134.32914106824643
124.55056972680457_8.150037280397088,175.52768851739276
126.05057658822736_8.250037737825274,275.6982454439647
119.95054868510806_15.750072044939158,590.5831417144958
124.35056881194821_8.350038195253457,241.3700756311764
125.55057430108643_7.550034535827978,215.82710621764954
121.15055417424628_12.750058322093604,321.5683491050044
126.15057704565554_9.050041397250753,441.891559964884
121.25055463167446_14.05006426866001,286.1562185926226
122.85056195052543_7.9500363655407185,227.64209031786314
121.65055646138721_14.150064726088196,298.44141455117347
120.75055234453355_16.650076161792825,635.7182603894669
123.55056515252272_13.450061524090899,448.43525635013714
121.35055508910266_13.05005969437816,280.9342867929594
126.05057658822736_7.2500331635434225,192.22262734662695
119.0505445682544_10.250046886388976,355.597667239082
123.25056378023817_7.550034535827978,202.19055922420674
122.95056240795361_10.250046886388976,317.52051348192595
121.35055508910266_13.25006060923453,336.93662476487634
120.85055280196173_16.1500738746519,586.8619694158709
117.85053907911617_9.150041854678939,237.52866770556545
121.95055783367177_10.450047801245345,616.141111181809
123.55056515252272_10.050045971532606,303.6009787819721
120.85055280196173_17.75008119350286,662.0111415965514
117.05053541969069_8.050036822968902,221.85164632376018
125.85057567337098_7.9500363655407185,330.4783986327765
120.9505532593899_15.550071130082788,381.81434183791083
121.0505537168181_15.850072502367343,479.12536107495634
123.35056423766635_13.05005969437816,443.30290458239
124.65057018423276_6.750030876402496,105.45800084541528
122.3505596633845_11.250051460670827,413.73254438184995
121.95055783367177_18.950086682641082,539.7303945135789
123.25056378023817_13.65006243894727,492.4986371703717
122.95056240795361_9.650044141819865,320.951587166609
125.25057292880187_10.350047343817161,327.098328961307
124.65057018423276_9.150041854678939,285.0694049364067
125.35057338623005_7.750035450684347,329.40609792660877
124.55056972680457_8.050036822968902,190.94349025968307
121.35055508910266_17.050077991505564,676.2594025979838
121.45055554653084_16.35007478950827,503.39565677672493
124.95057155651732_11.850054205239939,397.4101427394851
124.55056972680457_6.450029504117941,89.27757727807268
124.95057155651732_12.150055577524494,360.2100665185865
120.3505505148208_16.450075246936454,1093.2086883585637
121.35055508910266_17.150078448933748,701.8536443120097
121.85055737624357_13.450061524090899,374.36724602946026
124.85057109908912_12.150055577524494,354.34887984788304
125.95057613079916_9.250042312107125,529.1025989109074
126.15057704565554_7.9500363655407185,251.55515812950404
121.95055783367177_17.050077991505564,384.9894309138027
125.15057247137369_6.750030876402496,108.26348330135045
120.75055234453355_15.150069300370047,397.0917408848272
120.9505532593899_13.350061066662715,294.5331177496477
122.65056103566906_14.25006518351638,530.9395900883649
119.35054594053895_10.950050088386272,309.4107279353876
125.25057292880187_8.550039110109829,262.8738693667511
120.55055142967717_17.55008027864649,877.9337827203375
124.25056835452001_6.2500285892615715,92.57744037571152
121.45055554653084_16.650076161792825,696.9171714584795
120.75055234453355_15.950072959795527,650.6414421292862
121.0505537168181_16.450075246936454,679.792535213074
124.45056926937639_6.150028131833386,112.70356440898416
120.65055188710535_13.950063811231825,464.35495966236203
125.25057292880187_11.850054205239939,429.03094964110966
119.45054639796713_11.250051460670827,482.08451640193505
126.35057796051191_7.6500349932561615,233.90223423761714
125.65057475851461_8.850040482394384,396.19695094937794
122.45056012081268_17.050077991505564,429.5020599928622
122.15055874852813_7.450034078399792,223.17518450840515
121.65055646138721_14.750067470657307,280.5009538000085
124.65057018423276_6.2500285892615715,85.36089961401593
125.7505752159428_7.550034535827978,217.94244153813338
125.25057292880187_7.9500363655407185,309.2818100697555
120.85055280196173_18.55008485292834,643.6770178229251
122.25055920595632_11.050050545814457,320.4493008210634
122.85056195052543_7.6500349932561615,128.56080889035144
122.45056012081268_10.950050088386272,467.44334077463947
120.9505532593899_12.950059236949974,370.26914037219115
126.25057750308372_8.95004093982257,442.62143063496586
125.35057338623005_5.750026302120645,107.7264354349378
124.95057155651732_8.350038195253457,192.31284357591608
122.05055829109995_12.550057407237233,399.00820716543933
121.35055508910266_15.250069757798233,307.672019477916
123.7505660673791_12.050055120096307,311.7061185900414
122.95056240795361_13.65006243894727,494.13358653236594
126.25057750308372_8.050036822968902,256.880915543676
124.95057155651732_12.45005694980905,470.58484358469514
124.85057109908912_8.250037737825274,191.99487207982452
125.65057475851461_10.350047343817161,522.1244745483707
120.25055005739262_14.950068385513678,448.40457063462793
125.15057247137369_10.250046886388976,331.5242815218387
125.7505752159428_8.750040024966198,388.3676170648867
126.55057887536827_7.2500331635434225,269.5703991089305
122.55056057824088_10.550048258673531,296.0444316080354
121.15055417424628_15.550071130082788,483.4375839395156
122.85056195052543_11.450052375527196,556.3825041701803
124.85057109908912_8.550039110109829,191.48750208895848
125.45057384365825_7.450034078399792,267.486842697637
120.85055280196173_15.450070672654602,370.07425739372775
124.45056926937639_7.750035450684347,133.87118652949863
122.25055920595632_11.150051003242641,322.09578195086345
124.65057018423276_11.150051003242641,382.7863872739632
119.45054639796713_11.150051003242641,326.699548787588
123.35056423766635_8.250037737825274,206.72654682713465
121.55055600395902_14.350065640944566,268.0467331548576
121.35055508910266_12.350056492380864,352.98831840224216
125.0505720139455_10.350047343817161,383.7081098034753
121.15055417424628_15.450070672654602,483.11201242959936
117.75053862168798_9.050041397250753,219.6699708229354
125.0505720139455_6.150028131833386,100.31998829051639
123.45056469509454_13.65006243894727,483.61457636110345
119.0505445682544_10.350047343817161,293.3090583332722
123.35056423766635_9.650044141819865,314.45356378616816
124.35056881194821_6.6500304189743105,84.68768896007282
117.85053907911617_8.95004093982257,198.10478764956463
124.35056881194821_13.850063353803641,699.2463391970147
122.85056195052543_9.55004368439168,277.059690171188
125.35057338623005_11.950054662668123,425.5270285847539
121.25055463167446_16.250074332080082,419.9134131147804
123.35056423766635_7.750035450684347,178.43089485473283
122.45056012081268_12.45005694980905,409.03846963957284
121.45055554653084_16.75007661922101,678.3504042147222
121.75055691881539_17.850081650931045,513.7946550654935
126.25057750308372_6.750030876402496,198.03132435595262
125.65057475851461_7.6500349932561615,244.23513471906352
121.15055417424628_15.850072502367343,386.98515380631477
120.65055188710535_16.850077076649193,793.4186397817903
120.45055097224899_14.750067470657307,443.7703089082067
124.85057109908912_6.450029504117941,79.34049013965193
120.65055188710535_16.35007478950827,747.2183005331171
119.85054822767987_16.050073417223715,680.3448719913022
120.9505532593899_14.950068385513678,263.7435494616968
124.45056926937639_8.150037280397088,186.38452195777185
119.25054548311076_10.950050088386272,342.23468592026114
122.55056057824088_7.9500363655407185,237.4265790820104
125.0505720139455_11.950054662668123,390.4772231963922
126.05057658822736_8.95004093982257,412.58160250939557
121.95055783367177_17.650080736074674,464.801466887727
125.0505720139455_6.750030876402496,101.08860493736518
124.05056743966365_11.850054205239939,276.0833513071989
125.25057292880187_8.95004093982257,301.10180451843166
120.9505532593899_15.250069757798233,297.58237417574685
123.85056652480728_9.850045056676235,240.48302925179388
121.35055508910266_15.650071587510972,541.981027809205
124.35056881194821_6.850031333830682,139.3842379859183
125.7505752159428_9.050041397250753,370.3347248276414
125.25057292880187_7.6500349932561615,343.8066992746509
124.35056881194821_8.450038652681643,241.61802097552425
125.25057292880187_11.550052832955382,467.5326556316599
121.65055646138721_18.050082565787417,520.6978110708947
121.35055508910266_16.650076161792825,721.3863336659297
120.55055142967717_16.95007753407738,881.61163611068
125.45057384365825_7.350033620971606,279.71713953553626
123.6505656099509_8.350038195253457,248.19011282864716
124.95057155651732_7.150032706115237,144.0735010331217
122.15055874852813_11.450052375527196,423.54534502111153
120.65055188710535_14.85006792808549,314.21562230660993
121.45055554653084_17.95008210835923,597.5320756015228
122.45056012081268_7.6500349932561615,210.1932472217932
121.15055417424628_17.650080736074674,800.4679017629546
122.05055829109995_6.550029961546127,134.52784919261103
126.15057704565554_8.350038195253457,385.521944633363
122.85056195052543_10.350047343817161,319.2208483854902
123.35056423766635_10.750049173529902,283.70839755775506
122.05055829109995_11.150051003242641,384.791584389985
125.45057384365825_8.750040024966198,342.677604021656
125.65057475851461_7.150032706115237,174.6920146670091
120.15054959996442_14.950068385513678,403.5707304135116
125.45057384365825_5.750026302120645,114.16044925473909
121.45055554653084_15.950072959795527,470.8838087053741
122.3505596633845_7.350033620971606,114.53983114380648
122.05055829109995_17.450079821218306,325.8178721894738
125.15057247137369_6.850031333830682,111.34532686362343
123.15056332280999_10.950050088386272,364.277165565757
121.25055463167446_15.550071130082788,501.365970723024
123.05056286538179_13.65006243894727,524.3062745367224
125.7505752159428_7.9500363655407185,287.86635859155314
121.15055417424628_16.850077076649193,627.7052601460232
125.55057430108643_7.750035450684347,316.46071539874396
126.05057658822736_9.95004551410442,402.11266032241036
123.95056698223546_12.750058322093604,425.88068806529077
124.55056972680457_12.350056492380864,344.5516384346738
122.55056057824088_11.350051918099012,527.971839079707
124.45056926937639_11.350051918099012,480.27579303904145
122.15055874852813_10.750049173529902,417.7030541489155
122.15055874852813_17.850081650931045,359.6592344472881
121.45055554653084_15.550071130082788,557.7811637458828
123.95056698223546_9.650044141819865,235.7387441580047
125.45057384365825_7.6500349932561615,332.1799037546501
122.85056195052543_11.050050545814457,464.3730018415593
125.25057292880187_11.350051918099012,489.9784179979174
123.7505660673791_10.450047801245345,259.03686479354224
125.55057430108643_7.850035908112533,307.18721485818844
120.75055234453355_18.050082565787417,713.2817564345341
121.95055783367177_14.750067470657307,259.5437660574639
123.45056469509454_13.750062896375455,535.5778910960739
121.55055600395902_16.95007753407738,462.192165684221
125.7505752159428_9.150041854678939,349.83267113865577
125.35057338623005_8.450038652681643,267.7355750022835
119.35054594053895_10.450047801245345,310.5082098408068
122.95056240795361_7.750035450684347,149.5365698090819
118.55054228111347_9.55004368439168,274.393929915832
122.05055829109995_11.050050545814457,408.55835264485387
123.25056378023817_13.450061524090899,474.4351863131182
125.45057384365825_6.450029504117941,112.02289108648918
123.15056332280999_10.550048258673531,225.83571071153472
123.55056515252272_10.850049630958086,328.6615163857052
125.0505720139455_7.750035450684347,302.27751551587954
122.85056195052543_9.650044141819865,328.9156878937714
121.25055463167446_16.450075246936454,505.769984666607
123.95056698223546_10.650048716101717,418.4564022956318
121.75055691881539_16.250074332080082,503.43086400337654
123.55056515252272_8.550039110109829,203.60454146041855
124.25056835452001_6.6500304189743105,93.08910541903128
123.05056286538179_9.450043226963494,263.08223222739485
124.55056972680457_11.550052832955382,356.4861713941419
121.45055554653084_13.850063353803641,334.8576289491228
121.15055417424628_15.650071587510972,475.49303841701766
121.35055508910266_14.350065640944566,244.81764188708462
125.7505752159428_6.950031791258866,118.95990752710418
125.25057292880187_12.350056492380864,428.0931510742489
121.45055554653084_17.55008027864649,610.6993980153229
118.45054182368528_9.55004368439168,222.81731313813322
120.15054959996442_15.950072959795527,956.6133199666804
124.55056972680457_6.550029961546127,118.87098300627287
125.65057475851461_8.250037737825274,311.04641950709174
124.05056743966365_11.750053747811751,332.6292586613784
121.15055417424628_18.1500830232156,546.2998216136195
121.25055463167446_18.250083480643784,596.0384796809535
120.85055280196173_14.05006426866001,687.5530163396206
123.15056332280999_8.150037280397088,276.35408492873785
124.35056881194821_9.850045056676235,288.60556157647875
122.05055829109995_17.55008027864649,353.9905859713401
121.55055600395902_17.150078448933748,438.416812165086
119.45054639796713_11.350051918099012,502.18852951467113
121.0505537168181_16.850077076649193,644.4786746916745
121.85055737624357_6.6500304189743105,187.44338665639293
121.15055417424628_16.35007478950827,643.5033272374956
122.65056103566906_13.950063811231825,507.19982984637227
121.35055508910266_12.750058322093604,291.5592433940242
121.45055554653084_14.750067470657307,215.7690536513386
120.25055005739262_15.350070215226417,405.02824618673003
120.65055188710535_17.95008210835923,680.9112836101663
125.95057613079916_8.250037737825274,272.71401374263644
121.35055508910266_16.550075704364637,486.450592348956
121.85055737624357_18.050082565787417,418.4817291465009
121.0505537168181_16.95007753407738,742.6703893385876
120.75055234453355_17.450079821218306,734.6198792590553
120.9505532593899_13.850063353803641,292.50905879275285
126.35057796051191_7.150032706115237,205.56736237201812
125.45057384365825_6.350029046689755,120.85408680671043
120.9505532593899_14.85006792808549,275.44267916895575
122.55056057824088_7.750035450684347,179.45904354777443
120.55055142967717_18.1500830232156,659.2708992214508
123.15056332280999_8.350038195253457,279.8739400103478
125.35057338623005_6.850031333830682,122.8512643890129
124.75057064166094_7.750035450684347,204.9890124902308
123.95056698223546_7.750035450684347,129.72609374239497
125.25057292880187_8.850040482394384,258.5691226220858
121.0505537168181_14.05006426866001,326.8199737947091
118.35054136625709_9.55004368439168,260.5919181989178
123.6505656099509_7.9500363655407185,153.79017882034464
121.95055783367177_17.850081650931045,347.56984583905967
120.3505505148208_13.450061524090899,550.2120738538068
123.95056698223546_10.550048258673531,315.6919610751479
125.0505720139455_7.550034535827978,183.0785267307817
123.25056378023817_10.350047343817161,248.26548805352792
125.85057567337098_8.550039110109829,344.4868517348068
122.65056103566906_9.450043226963494,275.0584650236007
122.15055874852813_16.850077076649193,442.95312143768797
125.95057613079916_8.650039567538014,365.0549620229243
120.75055234453355_15.050068842941862,368.86993193772344
125.0505720139455_8.050036822968902,223.96735900315258
121.35055508910266_18.250083480643784,542.5782137963495
124.95057155651732_8.95004093982257,269.7703268338514
125.35057338623005_6.450029504117941,113.55856758157717
124.25056835452001_9.95004551410442,334.9467329075676
122.95056240795361_9.250042312107125,246.61128477221487
125.85057567337098_9.050041397250753,370.48565080299215
122.05055829109995_18.250083480643784,395.7741361868095
122.05055829109995_10.650048716101717,403.0769040982516
121.95055783367177_16.850077076649193,392.7314111444716
124.35056881194821_12.45005694980905,486.2304398438264
123.7505660673791_13.05005969437816,460.81081696393954
125.25057292880187_6.350029046689755,99.3282104682024
120.45055097224899_17.75008119350286,823.3974888193391
122.55056057824088_13.350061066662715,508.62791489425217
123.15056332280999_10.050045971532606,381.22883007671857
123.25056378023817_10.550048258673531,239.4847644755936
120.65055188710535_17.150078448933748,768.5330893988105
124.85057109908912_11.350051918099012,406.3503299098056
120.55055142967717_15.250069757798233,414.538372922294
122.15055874852813_7.350033620971606,174.01472088570836
126.05057658822736_7.550034535827978,222.17423043094328
123.45056469509454_13.150060151806343,439.1505058848578
125.15057247137369_7.2500331635434225,147.7551453398926
121.45055554653084_12.950059236949974,271.72547502951596
119.45054639796713_10.650048716101717,274.89958664706
123.35056423766635_7.450034078399792,162.50939641396428
122.85056195052543_13.850063353803641,528.3225002917846
120.65055188710535_14.25006518351638,407.99871748965046
120.45055097224899_15.450070672654602,603.2392672696279
124.05056743966365_6.750030876402496,182.88069985877928
119.25054548311076_10.350047343817161,254.22385336938453
120.15054959996442_15.150069300370047,429.7725384738286
120.55055142967717_16.650076161792825,922.119430616096
121.95055783367177_17.250078906361935,382.08220508672866
122.15055874852813_14.05006426866001,423.84238893855354
121.25055463167446_15.050068842941862,258.15500238242214
117.75053862168798_8.750040024966198,225.3200239220505
123.95056698223546_9.850045056676235,232.02211967182433
